,shopid,userid,name,cover,follower_count,show_official_shop_label,is_preferred_plus_seller,is_shopee_verified,chat_disabled,rating_star,has_decoration,last_active_time,vacation,followed,description,item_count,response_rate,show_video_entry,video_entry_info,campaign_hot_deal_discount_min,show_deco_entry,response_time,ctime,block_cb_user,video_rn_jump_url,user_browse_shop_time,background_color,highlight_color,brand_day_end_time,account.username,account.following_count,account.portrait,account.is_seller,account.phone_verified,account.email_verified,account.fbid,account.total_avg_star,account.hide_likes,account.feed_account_info.can_post_feed,account.status,ab_test_info.header_tabs_layout,ab_test_info.deep_discount_item_card,ab_test_info.item_card,ab_test_info.feeds_live_landing,ab_test_info.image_category,ab_test_info.remove_item_count_on_category_tab,ab_test_info.default_component_improvement,ab_test_info.deep_discount_enhancement,ab_test_info.new_default_scp,ab_test_info.default_landing,ab_test_info.two_tier_category,ab_test_info.two_tier_category_for_layoutc,ab_test_info.live_stream_auto_play,ab_test_info.dd_item_card_2,ab_test_info.tier_shop_category,ab_test_info.product_one_per_row,ab_test_info.fashion_shop_improvement,ab_test_info.shop_rfy_entrypoint,ab_test_info.voucher_popup_non_buyers,ab_test_info.category_ui_improvement_1,ab_test_info.autoplay_highlight_video,ab_test_info.ads_shop_improvement,ab_test_info.non_deco_shop_homepage_personalization,ab_test_info.brand_day_overlap,ab_test_info.truncate_shop_item_card,shop_rating.rating_normal,shop_rating.rating_bad,shop_rating.rating_good,buyer_rating.rating_count,buyer_rating.rating_star,seller_metrics.cancellation_visibility,seller_metrics.cancellation_warning,seller_metrics.cancellation_rate,show_tab.new_arrival_tab.show_new_arrival_items,show_tab.new_arrival_tab.new_arrival_items_start_ts,show_tab.new_arrival_tab.latest_item_ctime,show_tab.show_live_tab,show_tab.membership_tab.show_membership_tab,show_tab.membership_tab.has_join_membership,show_tab.show_flash_sale_tab,toggles.disable_chat_performance,shop_tab_meta.shop_is_non_deco,real_url_if_matching_custom_url,account.feed_account_info.is_kol
67,296898494,296917847,Perfect Speed Bicycle,,8,False,False,False,False,5.0,False,1684486933,False,False,,282,57,False,,20,False,,1597457954,False,,30,,,,63lu9883fe,1,9a2ac8953db04a143949f822554d7da8,True,True,False,,5.0,,True,1,control,default,control,treatment,new_image_cat,default,top_products,default,treatment_2,control,default,default,treatment,control,treatment_new_layout,control,control,treatment,treatment,new_category_ui,default,treatment_1,control,control,treatment,0,0,2,,,0,10,0,False,1681920000,,False,False,False,False,False,True,,
68,80343075,80344549,MME Bike Shop,,120,False,False,False,False,4.931034,False,1683170102,False,False,Selling On Line Product and Services for General and Specific Needs,44,17,False,,20,False,,1532135922,False,,30,,,,sharudinmohdamin,92,0bbe77f351ce88d99f5f9572a157da76,True,True,True,10216768069942653,4.942857,,True,1,control,default,control,treatment,new_image_cat,default,top_products,default,treatment_2,control,default,default,treatment,control,treatment_new_layout,control,control,treatment,treatment,new_category_ui,default,treatment_1,control,control,treatment,0,0,29,"[0, 0, 0, 0, 0, 6]",5.0,0,10,0,False,1681920000,,False,False,False,False,False,True,,
69,176299149,176301658,A/C Maker,,228,False,False,False,False,4.836765,True,1684478329,False,False,"Born out of passion for riding and crazy about bicycles modifications, A/C Maker was founded in 2021. 
Located in Temerloh ,the East Side of Peninsular Malaysia, A?C Maker offers a great selection of top quality products online for all your riding needs. 
Why buy from us??
- Shopee preferred +
- Proven track record
- High ratings 
- Local Seller (BMF - Buy Malaysian First) 
- Ready Stock (With Pre-Ordered)
- Respond to any queries in timely manner
Drop us a message !!",559,29,False,,20,False,7498.0,1567708373,False,,30,,,,durianbest1234,23,a1a00350e260a730947e802ee485de19,True,True,True,,4.83663,,True,1,control,default,control,treatment,new_image_cat,default,top_products,default,treatment_2,control,default,default,treatment,control,treatment_new_layout,control,control,treatment,treatment,new_category_ui,default,treatment_1,control,control,treatment,44,23,1357,"[0, 0, 0, 0, 1, 4]",4.8,0,10,0,False,1681920000,,False,False,False,False,False,True,,
70,140321924,140323748,Rk Takasago Bicycle Chain,,1050,False,False,False,False,4.88563,True,1674703906,False,False,"RK SOUTH ASIA SDN. BHD (previously known as Kilang Rantai S.A. Sdn. Bhd.).RKSA, incorporated on April 30 1984, is the pioneer in roller chain industry having most modern infrastructures and state of the art machineries. The core business of RKSA is the manufacturing of motorcycle chain, bicycle chain and industrial chain.",10,57,False,,20,False,30274.0,1555387217,False,,30,,,,rktakasagochain.os,60,650ca030a4cce15b5010195bbd38db3e,True,True,False,,4.88563,0.0,True,1,control,default,control,treatment,new_image_cat,default,top_products,default,treatment_2,control,default,default,treatment,control,treatment_new_layout,control,control,treatment,treatment,new_category_ui,default,treatment_1,control,control,treatment,6,3,335,,,0,10,0,False,1681920000,,False,False,False,False,False,True,,
71,9819368,9820665,gofondo,a46f91f65663e01f16c9ec574b0a08db,13018,False,False,True,False,4.948145,True,1684486408,False,False,"[ CNY Logistics Pickup Schedule ] Your Ordered will Process on 20th Jan Jumaat Last days , All Ordered process will back to normal Ship out on 26th Jan Khamis .

[ Physical Shop Walk In ] Bukit Jalil shop will closed on 21th Sabtu - 26th Khamis . Resume business ON 27th Friday !",1016,95,False,,20,False,7452.0,1473490167,False,,30,,,0.0,gofondo,2075,3fc12c47abc2a11958da59cf7a00e1a9,True,True,True,1802777783300771,4.948241,0.0,True,1,control,default,control,treatment,new_image_cat,default,top_products,default,treatment_2,control,default,default,treatment,control,treatment_new_layout,control,control,treatment,treatment,new_category_ui,default,treatment_1,control,control,treatment,313,106,39090,"[0, 0, 0, 0, 0, 71]",5.0,0,10,1,True,1681920000,1684486411.0,False,False,False,False,False,False,,
72,152423304,152425159,The Bike Factory,,1989,False,False,True,False,4.870187,True,1684486728,False,False,"- All Ready Stock and ship from Johor
- 100% quality assurance and satisfaction
- 80% ready assembled before ship out
- Chat with me for any question about bicycles ",125,94,False,,20,False,6873.0,1559360477,False,,30,,,,thebikefactory,3,ff8b6549e9ebb3b88d380b18b59a8b3c,True,True,True,,4.870187,0.0,True,1,control,default,control,treatment,new_image_cat,default,top_products,default,treatment_2,control,default,default,treatment,control,treatment_new_layout,control,control,treatment,treatment,new_category_ui,default,treatment_1,control,control,treatment,71,27,2869,,,0,10,0,True,1681920000,1684046696.0,False,False,False,False,False,True,,
73,269596717,269600496,PAM CYCLE SHOP,94d81c19411cf2be185858af6bf27e44,2777,False,False,False,False,4.887873,True,1684486610,False,False,"🌸Welcome to PAM CYCLE SHOP🌸 

Malaysia local seller that sells a wide range of bicycle parts & equipment 🙆🏻‍♀️🙆🏻‍♀️
 
Kindly follow our page to get vouchers and enjoy lower price🤗🤗

🌟 All Ready Stock in Malaysia🌟
🌟 Ship from Johor within 24 hours 🌟 
🌟 100% Brand New 🌟 
🌟 High Quality 🌟 

Do not hesitate to contact us at 019-7014 333 if you have any question

Instagram: Pam_Shawn
Facebook: Shawn Pam

*Price are negotiable if you purchase at a large amount*",233,77,False,,20,False,17945.0,1591084998,False,,30,,,0.0,pamcycle86,104,ace9322978b18de1347ccb15030ffa3d,True,True,True,,4.887931,,True,1,control,default,control,treatment,new_image_cat,default,top_products,default,treatment_2,control,default,default,treatment,control,treatment_new_layout,control,control,treatment,treatment,new_category_ui,default,treatment_1,control,control,treatment,134,42,5736,"[0, 0, 0, 0, 0, 3]",5.0,0,10,21,False,1681920000,,False,False,False,False,False,False,,
74,86787052,86788529,Centro Cycles ,de1f61afd05d3ed8a5f149af2935a172,2030,False,False,False,False,4.936118,True,1684486140,False,False,"Centro Cycles Sdn Bhd is the official Sole Distributor for 3T and EVOC. KASK,KOGEL

Other brands are KOO,AIRACE, FIZIK, DMT,D-LIGHTS,L,ALE CYCLING.ARUNDEL

FB:http:www.facebook.com/CentroCyclesSdnBhd/

Retail Shop Address: 
C-7-1,Kinrara Niaga Jalan Bk5a/2b bandar kinrara,47180 Puchong selangor darul ehsan 

Open Hour:Monday to Friday 11:00AM-18:00PM Saturday 11am-2pm sunday close
Contact Number:016-2188790",342,78,False,,20,False,6268.0,1535523859,False,,30,,,0.0,centrocycles,1,9d98c616633360678c0bbfbc3dc13592,True,True,True,,4.936118,0.0,True,1,control,default,control,treatment,new_image_cat,default,top_products,default,treatment_2,control,default,default,treatment,control,treatment_new_layout,control,control,treatment,treatment,new_category_ui,default,treatment_1,control,control,treatment,13,1,808,,,0,10,14,True,1681920000,1684314781.0,False,False,False,False,False,False,,
75,34387951,34389335,Bike_DIY Official Store,,7227,False,True,True,False,4.918958,True,1684486246,False,False,"We offer Premium Bike Accessories for retail and wholesale. All Ready Stock, ship from Malaysia.
Dropshipping are welcome. We sell in affordable price.",567,99,False,,20,False,8519.0,1505101949,False,,30,,,,bike_diy,19,781a6fcb6abab097c99db2e4ef0ee157,True,True,True,,4.91896,0.0,True,1,control,default,control,treatment,new_image_cat,default,top_products,default,treatment_2,control,default,default,treatment,control,treatment_new_layout,control,control,treatment,treatment,new_category_ui,default,treatment_1,control,control,treatment,536,125,34675,"[0, 0, 0, 0, 0, 1]",5.0,0,10,0,True,1681920000,1682408227.0,False,False,False,False,False,True,,
76,141580683,141582507,veegobicycleshop,,33479,False,False,True,False,4.833112,True,1684483092,False,False,"Semua product adalah ready stock di kedai kami.
Barang mesti di pos keluar dalam 1-2 hari.
Sunday dan public holiday off.

Cara pemasangan :
Tricycle: https://www.youtube.com/watch?v=fekyS9CBlhU
12''-20'' bicycle: https://www.youtube.com/watch?v=KXTaVQmv1tY
26'' single speed: https://www.youtube.com/watch?v=xYJulTtDskw

Tolong bagi masa sikit untuk customer service reply kerana stuff customer service kena buat packing order customer juga. Kami mesti akan reply customer kami. Terima kasih :D",272,96,False,,20,False,3250.0,1555923360,False,,30,,,,rideonsuccess,65,61aacb7c501e8dfe099982f40b4313f4,True,True,True,121726165680907,4.833169,,True,1,control,default,control,treatment,new_image_cat,default,top_products,default,treatment_2,control,default,default,treatment,control,treatment_new_layout,control,control,treatment,treatment,new_category_ui,default,treatment_1,control,control,treatment,986,287,28644,"[0, 0, 0, 0, 0, 10]",5.0,0,10,2,False,1681920000,,False,False,False,False,False,True,,False
77,240789039,240794549,teroispeedbike,,10827,False,True,True,False,4.920785,False,1684485406,False,False,"Hi there! We are bicycle importer and wholesaler in Malaysia for almost 30 years. Now we move on setting our base to e shopping here and hope you guys will like our quality products. 
Brands we bring, SUPREME, CHAMPION, MAXXIS, GIANT, MUC OFF, WAHOO, GIYO PUMPS",586,96,False,,20,False,3772.0,1585725715,False,,30,,,,teroispeedbike,20,7b5a4a7b99fd944f477f7230f941e481,True,True,True,,4.920927,,True,1,control,default,control,treatment,new_image_cat,default,top_products,default,treatment_2,control,default,default,treatment,control,treatment_new_layout,control,control,treatment,treatment,new_category_ui,default,treatment_1,control,control,treatment,205,57,13485,"[0, 0, 0, 0, 0, 24]",5.0,0,10,0,False,1681920000,,False,False,False,False,False,True,,
78,34586943,34588327,BikersManiac,af1652a7e2fe5b81b735d2c0e682e50c,10195,False,False,False,False,4.947197,True,1684486798,False,False,"Walk In Sungai Ara Penang 11am - 4pm
WE POST YOUR ITEMS EVERYDAY 12:00 Noon Mon-Sat ( J&T + Ninja Van )
Sunday / Holiday - OFF
All items which can add to cart are READY STOCK !!
All orders tht paid before 11am will be ship out in same day.
Please be Patience to wait for our reply, We will Try To Reply ASAP. 
Happy Shopping!!!
",194,74,False,,20,False,11941.0,1505224324,False,,30,,,0.0,bikersmaniac,2750,5a8f4633e6dcd6e545bfad94f228e2e9,True,True,True,361944338376263,4.947223,0.0,True,1,control,default,control,treatment,new_image_cat,default,top_products,default,treatment_2,control,default,default,treatment,control,treatment_new_layout,control,control,treatment,treatment,new_category_ui,default,treatment_1,control,control,treatment,174,61,22486,"[0, 0, 0, 0, 0, 11]",5.0,0,10,0,False,1681920000,,False,False,False,False,False,False,,False
79,263635383,263637719,Onecyclingindustry,258898b0f73458a4357bf6d3e56c6f18,1047,False,False,False,False,4.86,False,1684379954,False,False,"One Cycling Industry Sdn Bhd is a one-stop bicycle store that aims to revolutionize Malaysia's cycling industry by providing its best professional services.

Official Malaysia distributors for 

Storck Bicycles 
Chapter2 Bikes
Xentis Wheels
Isadore Apparels
",246,18,False,,20,False,7094.0,1589773776,False,,30,,,0.0,onecyclingindustry,7,a7286a596f2e24549c1741324eac570b,True,True,False,,4.861386,,True,1,control,default,control,treatment,new_image_cat,default,top_products,default,treatment_2,control,default,default,treatment,control,treatment_new_layout,control,control,treatment,treatment,new_category_ui,default,treatment_1,control,control,treatment,3,3,198,"[0, 0, 0, 0, 0, 2]",5.0,0,10,0,False,1681920000,,False,False,False,False,False,True,,
80,71374441,71375901,Cyclestream Bike Centre,,494,False,False,False,False,4.975232,False,1684306539,False,False,"Based in the small town of Kerteh ,35 km from Chukai Kemaman, Terengganu
Everything for the cyclist: MTB, Road, Dirt Jump, BMX and a great range of Children’s bikes for those just starting off. We deal with carefully selected manufacturers to suit all budgets and requirements.
With extensive experience and training we are able to offer full advice on what products are right for you rather than what manufactures would like us to sell you.
",281,44,False,,20,False,2839.0,1527313790,False,,30,,,,cyclestream_bike86,18,5f71b56e1f39e9230ae23e25d74535a1,True,True,True,,4.978947,,True,1,control,default,control,treatment,new_image_cat,default,top_products,default,treatment_2,control,default,default,treatment,control,treatment_new_layout,control,control,treatment,treatment,new_category_ui,default,treatment_1,control,control,treatment,2,0,324,"[0, 0, 0, 0, 0, 57]",5.0,0,10,0,False,1681920000,,False,False,False,False,False,True,,
81,11043177,11044477,TCS Bicycle,,38,False,False,False,False,3.5,False,1679932309,False,False,,27,57,False,,20,False,82683.0,1476417741,False,,30,,,,tcsbicycle,40,97e117c5383f294cece822c717c887bf,True,True,True,,3.857143,,True,1,control,default,control,treatment,new_image_cat,default,top_products,default,treatment_2,control,default,default,treatment,control,treatment_new_layout,control,control,treatment,treatment,new_category_ui,default,treatment_1,control,control,treatment,1,0,1,"[0, 0, 1, 1, 0, 3]",4.0,0,10,0,False,1681920000,,False,False,False,False,False,True,,
82,1164719,1165606,SPWORLD SHOP,,1914,False,False,False,False,4.865975,True,1684486141,False,False,"Hello, welcome to my SPWORLDSHOP!
Online customer service time: Monday to Saturday 9:00-21:00
The goods of this shop are ship in 2-3days working days. It is expected to arrive in 2-3 days. Don't take urgent orders
If you have any questions, please contact customer service. Don't give bad comment casually, hope you have a happy shopping journey!
Please timely pick up the goods, please do not cancel the order after shipment, irresponsible!

Facebook link https://www.facebook.com/SPWORLDSHOP2U/",197,80,False,,20,False,4083.0,1444968914,False,,30,,,,spworld33,70,3bc8a560d702380d22b8ea5ccdbf9321,True,True,True,,4.866032,0.0,True,1,control,default,control,treatment,new_image_cat,default,top_products,default,treatment_2,control,default,default,treatment,control,treatment_new_layout,control,control,treatment,treatment,new_category_ui,default,treatment_1,control,control,treatment,164,72,6970,"[0, 0, 0, 0, 0, 3]",5.0,0,10,0,False,1681920000,,False,False,False,False,False,True,,
83,32659400,32660784,Walter's Bike Shop,,10505,False,False,True,False,4.942864,False,1684486155,False,False,,486,91,False,,20,False,12882.0,1504111040,False,,30,,,,weiping514,19,827e5f8654ae4be1ec8071ec73d7c3b7,True,True,True,,4.942887,,True,1,control,default,control,treatment,new_image_cat,default,top_products,default,treatment_2,control,default,default,treatment,control,treatment_new_layout,control,control,treatment,treatment,new_category_ui,default,treatment_1,control,control,treatment,310,84,30909,"[0, 0, 0, 0, 0, 12]",5.0,0,10,0,True,1681920000,1684337631.0,False,False,False,False,False,True,,
84,229392591,229397168,Shop Yi Yi,e03048a5576062894717bb1ab92241f2,4683,False,False,True,False,4.966458,True,1684486517,False,False,"My Beloved Buyer,

ALL Products are ORIGINAL & GENUINE.

Drop Off before 5pm as fast as we can
DHL Ninja Van poslaju sunday & holiday are close
COURIER Is RANDOM by Shopee

Be safe, 
May ask me the stock still available before payment.
Will reply as fast as I can. NOT 24 hours Looking Chat
Sometimes Remind me. I may miss it.

1 Bike 1 Payment

Simply rating, i will block it

Thank you very much",1425,95,False,,20,False,4836.0,1582216797,False,,30,,,0.0,sawmyi,14,6afc39a0129a76a1bdf8ec9f06ae8d68,True,True,True,2404238872934435,4.96631,0.0,True,1,control,default,control,treatment,new_image_cat,default,top_products,default,treatment_2,control,default,default,treatment,control,treatment_new_layout,control,control,treatment,treatment,new_category_ui,default,treatment_1,control,control,treatment,57,24,11613,"[0, 0, 0, 1, 0, 8]",4.777778,0,10,0,True,1681920000,1684311311.0,False,False,False,False,False,False,,False
85,10333309,10334606,Megabike Sdn Bhd,,1180,False,False,False,False,4.962319,False,1684486581,False,False,Megabike Is an Importer and Retailer of bicycle components.,122,35,False,,20,False,9030.0,1474855590,False,,30,,,,megabike,7,2a163800d0fd40a9525b803acf4dd566,True,True,True,,4.957983,,True,1,control,default,control,treatment,new_image_cat,default,top_products,default,treatment_2,control,default,default,treatment,control,treatment_new_layout,control,control,treatment,treatment,new_category_ui,default,treatment_1,control,control,treatment,2,1,343,"[0, 0, 0, 1, 0, 11]",4.833333,0,10,0,False,1681920000,,False,False,False,False,False,True,,
86,266284196,266287009,Cyfora Worx,,40,False,False,False,False,5.0,False,1657598634,False,False,"A Bicycle Shop which located at Taman TTDI Jaya,Shah Alam
Selling Variety of Bike, Accessories & Spare Parts of bike. 
We also provided Full Bike Service & Repairing of bike !
DUE TO HIGH DEMANDING OF BIKE PARTS, BEFORE YOU ORDER PLEASE CLICK 'Chat Now' BUTTON TO CONFIRM WITH CUSTOMER SERVICE.
Thank you & Enjoy your time with us !
Kindly contact us if there's any Enquiry !
Address: No.14G, Jalan Opera L U2/L, Taman TTDI Jaya, 40150 Shah Alam, Selangor
Call at: 03-7734 3924
All items are 100% ORI",17,57,False,,20,False,,1590382813,False,,30,,,,cyforaworx,8,ab18a838b2cf1462a988dc9c33d890d3,True,True,True,,5.0,,True,1,control,default,control,treatment,new_image_cat,default,top_products,default,treatment_2,control,default,default,treatment,control,treatment_new_layout,control,control,treatment,treatment,new_category_ui,default,treatment_1,control,control,treatment,0,0,5,,,0,10,0,False,1681920000,,False,False,False,False,False,True,,
87,45419618,45421004,Sha San Bicycle Online Enterprise (SA 0337852-A),772067889ab1c515cf1c7dcde336dbda,1436,False,False,False,False,4.84345,True,1684473657,False,False,"Since 2013. 

Authorised Dealership Store Wahoo Malaysia, Giant Bicycle Malaysia.

Berpengalaman Menerima Tempahan Basikal Secara Online (Talian) Dalam Kuantiti Berimpak Tinggi bagi Kilang, Pejabat, Sekolah, GLC, IPTA, IPTS & Individu di  Semenanjung, Sabah, Sarawak, Labuan, Singapore & Brunei.

WhatsApp: +6019 3066 043
Email: basikalbicycle@gmail.com",353,87,False,,20,False,4159.0,1511872004,False,,30,,,0.0,shasanbicycleonlineenterprise,0,deac11dfb189adb60a388b95706bb4a6,True,True,True,,4.845426,0.0,True,1,control,default,control,treatment,new_image_cat,default,top_products,default,treatment_2,control,default,default,treatment,control,treatment_new_layout,control,control,treatment,treatment,new_category_ui,default,treatment_1,control,control,treatment,10,3,302,"[0, 0, 0, 0, 0, 4]",5.0,0,10,33,True,1681920000,1683525772.0,False,False,False,False,False,False,,
88,136485401,136487225,ProBike,3c506c0d24a8afbd41af625682a0e10c,2628,False,False,False,False,4.94821,True,1684467050,False,False,"A Bicycle Shop which located at Penang Malaysia Which selling Variety of Bike, Accessories & Spare Parts of bike. 

We also provided Full Bike Service & Repairing of bike !
DUE TO HIGH DEMANDING OF BIKE PARTS, BEFORE YOU ORDER PLEASE CLICK 'Chat Now' BUTTON TO CONFIRM WITH CUSTOMER SERVICE YA!

Thank you & Enjoy your time with us !

Kindly contact us if there's any Enquiry !!
+6016-4117586
+6017-7327586
No.22G, Jalan Terbilang, Taman Terbilang Bagan Ajam, 
13000 Butterworth, Penang, Malaysia",675,93,False,,20,False,5666.0,1553825651,False,,30,,,0.0,probike,44,ff37a9a9d7dbff66c5c7613de1a41b3d,True,True,True,,4.948342,0.0,True,1,control,default,control,treatment,new_image_cat,default,top_products,default,treatment_2,control,default,default,treatment,control,treatment_new_layout,control,control,treatment,treatment,new_category_ui,default,treatment_1,control,control,treatment,20,6,1562,"[0, 0, 0, 0, 0, 4]",5.0,0,10,0,False,1681920000,,False,False,False,False,False,False,,False
89,65678386,65679839,KZ CHEAH BIKE,d40182ed04ac6a13cba75549adb59c80,11417,False,False,True,False,4.931991,True,1684486543,False,False,"Hi boss2
SILA MESTIKAN BARANG ORDER BETUL SEBELUM SIAP PAYMENT YA
Barang kita jual kat kedai jugak
Tutup kedai baru update quantity kat shopee
so kadang2 quantity stock memang xboleh betull
jika boss order yang stock habis, kita akan buat cancel terus dulu, sorry boss
Terima Kasih boss memahami😁

LOCATION :
Search CHEAH KZ BIKE SHOP on Google📍
Buka Isnin - Sabtu✨10.59am - 6pm✨Cuti Ahad😴

FACEBOOK : https://www.facebook.com/Cheah-KZ-Bike-Shop-747763905601901/",324,97,False,,20,False,3769.0,1524058602,False,,30,,,0.0,kz.bike,215,1918dfcc72e1d8bdbfc07700c1d1987c,True,True,True,,4.932122,,True,1,control,default,control,treatment,new_image_cat,default,top_products,default,treatment_2,control,default,default,treatment,control,treatment_new_layout,control,control,treatment,treatment,new_category_ui,default,treatment_1,control,control,treatment,132,63,12926,"[0, 0, 0, 0, 0, 25]",5.0,0,10,3,True,1681920000,1684232384.0,False,False,False,False,False,False,,False
90,417944359,417963936,Himishopping.my,868fc3317121a39250dbc2fec11a3e4e,2328,False,False,False,False,4.944328,True,1684486790,False,False,"Welcome to ☀Himishopping☀
☞:Our service period is from 9:00 - 18:00 every day from Monday to Saturday.
Arrival time: 5 to 15 business days after delivery (except for some special holidays).
⚠️Do not order if unsure.
⚠️Please confirm your address is correct and make sure you will not reject the order.
⚠️FOR CASH ON DELIVERY (COD): PLEASE PREPARE THE PAYMENT BEFORE THE DATE OF DELIVERY. Your order may arrive earlier. 
☞:Fast Shipping,Quality After-sales
Happy shopping!",275,99,False,,20,False,7501.0,1617684995,False,,30,,,0.0,himishopping.my,1496,9971f2ebdbccdeb69561ba30a17b72bd,True,True,True,,4.944328,,True,1,control,default,control,treatment,new_image_cat,default,top_products,default,treatment_2,control,default,default,treatment,control,treatment_new_layout,control,control,treatment,treatment,new_category_ui,default,treatment_1,control,control,treatment,31,14,3912,,,0,10,0,True,1681920000,1684474626.0,False,False,False,False,False,False,,
91,33884392,33885776,Kriss lane bicycle shop,,145,False,False,False,False,4.895455,False,1684391257,False,False,Selling Bicycle and bicycle part,30,57,False,,20,False,20209.0,1504847890,False,,30,,,,amadmus,28,fbbcaca1fd2390fe571f91c562523ab0,True,True,True,,4.890977,0.0,True,1,control,default,control,treatment,new_image_cat,default,top_products,default,treatment_2,control,default,default,treatment,control,treatment_new_layout,control,control,treatment,treatment,new_category_ui,default,treatment_1,control,control,treatment,3,2,216,"[0, 1, 0, 1, 0, 44]",4.869565,0,10,0,False,1681920000,,False,False,False,False,False,True,,
92,78376186,78377660,闪电 kilat,4702556fc1cf0fa76cc57301dfc239fa,2127,False,True,True,False,4.920947,True,1684482711,False,False,"感谢您从我们的商店购买，如有需要，请再次光临，谢谢 Terima kasih kerana membeli dari kedai kami, datang lagi jika perlu, terima kasih",235,100,False,,20,False,1874.0,1531122708,False,,30,,,0.0,kang2yo,17,e38e42ab6e29625cf2463f372f05cf09,True,True,True,,4.922296,0.0,True,1,control,default,control,treatment,new_image_cat,default,top_products,default,treatment_2,control,default,default,treatment,control,treatment_new_layout,control,control,treatment,treatment,new_category_ui,default,treatment_1,control,control,treatment,59,17,3973,"[0, 0, 0, 0, 0, 69]",5.0,0,10,0,False,1681920000,,False,False,False,False,False,False,,False
93,240817939,240823454,anrancee cycling Store.my,77a14d1139944e4fbb7dcb5b49b27a9b,3768,False,False,False,False,4.896421,True,1684486653,True,False,"Dear Customer:
welcome to my shop,
Our products are 100% original Shimano, Japanese Shimano authorized store. Original SRAM
Ship Free Shippi / You need to get a free shipping voucher🚚🆓
Our price is beautiful and also the most affordable price
🔥[In stock] Usually, we will ship the goods within 24 hours after you make the payment.
I wish you happy and happy every day. Thank you",315,57,False,,20,False,,1585732580,False,,30,,,0.0,anrancee2020.my,1,46b1ab2e45ba1f55022d9833fc3ed97e,True,True,True,,4.896421,,True,1,control,default,control,treatment,new_image_cat,default,top_products,default,treatment_2,control,default,default,treatment,control,treatment_new_layout,control,control,treatment,treatment,new_category_ui,default,treatment_1,control,control,treatment,124,70,6496,,,0,10,0,False,1681920000,,False,False,False,False,False,False,,
94,21244310,21245646,cycling Jersey,,15206,False,False,True,False,4.96974,True,1684485225,False,False,All order ship out same day from KL,252,95,False,,20,False,10184.0,1493363486,False,,30,,,,sonicbike,12,d70b901657d72ffe4f9a7b87a49c705a,True,True,True,,4.969763,0.0,True,1,control,default,control,treatment,new_image_cat,default,top_products,default,treatment_2,control,default,default,treatment,control,treatment_new_layout,control,control,treatment,treatment,new_category_ui,default,treatment_1,control,control,treatment,300,40,67383,"[0, 0, 0, 0, 0, 48]",5.0,0,10,2,False,1681920000,,False,False,False,False,False,True,,False
95,62973416,62974856,Rahang Cyclesports Sdn Bhd,,1280,False,False,False,False,4.92449,False,1684476198,False,False,"RahangCycle is a one stop bicycle store for you. We have a physical store located in Seremban, Negeri Sembilan. We provide a wide range of bicycles ex. Folding Bikes, Mountain Bikes, Road Bikes, Fixies, Kiddies Bikes, Babies Stuffs & more

Visit our Facebook Page for more info on us : www.facebook.com/RahangCycle",253,55,False,,20,False,8762.0,1522393016,False,,30,,,,rahangcycle,19,16aac57f55f11ca705c14c1a569e92cb,True,True,True,,4.926877,0.0,True,1,control,default,control,treatment,new_image_cat,default,top_products,default,treatment_2,control,default,default,treatment,control,treatment_new_layout,control,control,treatment,treatment,new_category_ui,default,treatment_1,control,control,treatment,4,4,489,"[0, 0, 0, 0, 0, 16]",5.0,0,10,0,True,1681920000,1684288397.0,False,False,False,False,False,True,,
96,212855624,212859289,Spedaworks - Kedai Basikal Online,,2933,False,False,False,False,4.786667,False,1684389009,False,False,"We are selling bicycle such Mountain Bike, Roadbike, Fixie, BMX, City Bike, Electric Scooter, Electric Bike, Spare Parts and Accessories

Kami menjual pelbagai jenis basikal seperti Mountain Bike (MTB), Roadbike, BMX, City Bike, Electric Bike, Kids Bike dan pelbagai aksesori dan spare part basikal.

No 24, Jalan Putra Perdana 3/2, Taman Putra Perdana, 47130 Puchong, Selangor

https://maps.google.com/?cid=18328278300015164913&entry=gps

011 5672 9787
011 1307 1194",107,54,False,,20,False,7232.0,1576977540,False,,30,,,,spedaworks,103,70039e22ab81c0db6281f2699e4e39e6,True,True,True,,4.837438,,True,1,control,default,control,treatment,new_image_cat,default,top_products,default,treatment_2,control,default,default,treatment,control,treatment_new_layout,control,control,treatment,treatment,new_category_ui,default,treatment_1,control,control,treatment,4,3,144,"[0, 0, 0, 0, 1, 52]",4.981132,0,10,0,True,1681920000,1684038912.0,False,False,False,False,False,True,,
